family,target,harness,combo,cc,cc_version,opt,cflags,arch,ctkat_commit,ct_status,ct_findings,ct_finding_funcs,ct_error,asm_div_count,asm_div_funcs,asm_error
ML-DSA,pqclean_mldsa87,sign,clang_debug,clang,18.1.3,-O0,-O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,FAIL,9,PQCLEAN_MLDSA87_CLEAN_make_hint;PQCLEAN_MLDSA87_CLEAN_poly_challenge;PQCLEAN_MLDSA87_CLEAN_poly_chknorm,,3,PQCLEAN_MLDSA87_CLEAN_poly_uniform;shake128;shake256,
ML-DSA,pqclean_mldsa87,sign,clang_opt1,clang,18.1.3,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,7,PQCLEAN_MLDSA87_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA87_CLEAN_pack_sig;PQCLEAN_MLDSA87_CLEAN_poly_challenge;PQCLEAN_MLDSA87_CLEAN_poly_chknorm,,0,,
ML-DSA,pqclean_mldsa87,sign,clang_attrib,clang,18.1.3,-O2,-O2 -g -fno-inline -fno-inline-functions -fno-optimize-sibling-calls -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,65,PQCLEAN_MLDSA87_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA87_CLEAN_pack_sig;PQCLEAN_MLDSA87_CLEAN_poly_challenge;PQCLEAN_MLDSA87_CLEAN_poly_chknorm,,0,,
ML-DSA,pqclean_mldsa87,sign,clang_release,clang,18.1.3,-O2,-O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,65,PQCLEAN_MLDSA87_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA87_CLEAN_pack_sig;PQCLEAN_MLDSA87_CLEAN_poly_challenge;PQCLEAN_MLDSA87_CLEAN_poly_chknorm,,0,,
ML-DSA,pqclean_mldsa87,sign,clang_opt3,clang,18.1.3,-O3,-O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,65,PQCLEAN_MLDSA87_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA87_CLEAN_pack_sig;PQCLEAN_MLDSA87_CLEAN_poly_challenge;PQCLEAN_MLDSA87_CLEAN_poly_chknorm,,0,,
ML-DSA,pqclean_mldsa87,sign,clang_size,clang,18.1.3,-Os,-Os -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,7,PQCLEAN_MLDSA87_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA87_CLEAN_pack_sig;PQCLEAN_MLDSA87_CLEAN_poly_challenge;PQCLEAN_MLDSA87_CLEAN_poly_chknorm,,0,,
SPHINCS+,pqclean_sphincs_sha2_128f_simple,sign,gcc_debug,gcc,13.3.0,-O0,-O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,FAIL,4,PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_treehashx1;PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_wots_gen_leafx1,,6,PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_mgf1_256;PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_mgf1_512;PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_thash;PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_treehash;PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_treehashx1,
SPHINCS+,pqclean_sphincs_sha2_128f_simple,sign,gcc_opt1,gcc,13.3.0,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,3,PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_treehashx1;PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_wots_gen_leafx1,,0,,
SPHINCS+,pqclean_sphincs_sha2_128f_simple,sign,gcc_release,gcc,13.3.0,-O2,-O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,3,PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_treehashx1;PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_wots_gen_leafx1,,0,,
SPHINCS+,pqclean_sphincs_sha2_128f_simple,sign,gcc_opt3,gcc,13.3.0,-O3,-O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,3,PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_treehashx1;PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_wots_gen_leafx1,,0,,
SPHINCS+,pqclean_sphincs_sha2_128f_simple,sign,clang_debug,clang,18.1.3,-O0,-O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,FAIL,4,PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_treehashx1;PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_wots_gen_leafx1,,0,,
SPHINCS+,pqclean_sphincs_sha2_128f_simple,sign,clang_opt1,clang,18.1.3,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,5,PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_treehashx1;PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_wots_gen_leafx1,,0,,
SPHINCS+,pqclean_sphincs_sha2_128f_simple,sign,clang_release,clang,18.1.3,-O2,-O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,8,PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_treehashx1;PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_wots_gen_leafx1,,0,,
SPHINCS+,pqclean_sphincs_sha2_128f_simple,sign,clang_opt3,clang,18.1.3,-O3,-O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,10,PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_treehashx1;PQCLEAN_SPHINCSSHA2128FSIMPLE_CLEAN_wots_gen_leafx1,,0,,
Falcon,pqclean_falcon512,sign,gcc_debug,gcc,13.3.0,-O0,-std=c99 -O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,FAIL,28,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_sampler;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn;fpr_floor,,0,,
Falcon,pqclean_falcon512,sign,gcc_opt1,gcc,13.3.0,-O1,-std=c99 -O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,39,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_sampler;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn;fpr_floor,,0,,
Falcon,pqclean_falcon512,sign,gcc_release,gcc,13.3.0,-O2,-std=c99 -O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,39,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_sampler;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn;fpr_floor,,0,,
Falcon,pqclean_falcon512,sign,gcc_opt3,gcc,13.3.0,-O3,-std=c99 -O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,42,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_sampler;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn;fpr_floor,,0,,
Falcon,pqclean_falcon512,sign,clang_debug,clang,18.1.3,-O0,-std=c99 -O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,FAIL,24,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_sampler;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn,,4,shake128;shake256;solve_NTRU_intermediate,
Falcon,pqclean_falcon512,sign,clang_opt1,clang,18.1.3,-O1,-std=c99 -O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,30,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_sampler;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn,,0,,
Falcon,pqclean_falcon512,sign,clang_release,clang,18.1.3,-O2,-std=c99 -O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,31,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn;fpr_rint;fpr_ursh,,0,,
Falcon,pqclean_falcon512,sign,clang_opt3,clang,18.1.3,-O3,-std=c99 -O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,31,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn;fpr_rint;fpr_ursh,,0,,
synthetic,toy_lookup,leaky,gcc_debug,gcc,13.3.0,-O0,-O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,FAIL,1,leaky_lookup,,0,,
synthetic,toy_lookup,leaky,gcc_opt1,gcc,13.3.0,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,1,leaky_lookup,,0,,
synthetic,toy_lookup,leaky,gcc_release,gcc,13.3.0,-O2,-O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,1,leaky_lookup,,0,,
synthetic,toy_lookup,leaky,gcc_opt3,gcc,13.3.0,-O3,-O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,1,leaky_lookup,,0,,
synthetic,toy_lookup,leaky,gcc_size,gcc,13.3.0,-Os,-Os -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,1,leaky_lookup,,0,,
synthetic,toy_lookup,leaky,clang_debug,clang,18.1.3,-O0,-O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,FAIL,1,leaky_lookup,,0,,
synthetic,toy_lookup,leaky,clang_opt1,clang,18.1.3,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,1,leaky_lookup,,0,,
synthetic,toy_lookup,leaky,clang_release,clang,18.1.3,-O2,-O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,4,leaky_lookup,,0,,
synthetic,toy_lookup,leaky,clang_opt3,clang,18.1.3,-O3,-O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,4,leaky_lookup,,0,,
synthetic,toy_lookup,leaky,clang_size,clang,18.1.3,-Os,-Os -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,1,leaky_lookup,,0,,
synthetic,toy_lookup,safe,gcc_debug,gcc,13.3.0,-O0,-O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,toy_lookup,safe,gcc_opt1,gcc,13.3.0,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,toy_lookup,safe,gcc_release,gcc,13.3.0,-O2,-O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,toy_lookup,safe,gcc_opt3,gcc,13.3.0,-O3,-O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,toy_lookup,safe,gcc_size,gcc,13.3.0,-Os,-Os -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,toy_lookup,safe,clang_debug,clang,18.1.3,-O0,-O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,toy_lookup,safe,clang_opt1,clang,18.1.3,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,toy_lookup,safe,clang_release,clang,18.1.3,-O2,-O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,toy_lookup,safe,clang_opt3,clang,18.1.3,-O3,-O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,toy_lookup,safe,clang_size,clang,18.1.3,-Os,-Os -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,ct_matrix_flip,leaky,gcc_debug,gcc,13.3.0,-O0,-O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,FAIL,1,leaky_select,,0,,
synthetic,ct_matrix_flip,leaky,gcc_opt1,gcc,13.3.0,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,ct_matrix_flip,leaky,gcc_release,gcc,13.3.0,-O2,-O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,ct_matrix_flip,leaky,gcc_opt3,gcc,13.3.0,-O3,-O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,ct_matrix_flip,leaky,gcc_size,gcc,13.3.0,-Os,-Os -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,ct_matrix_flip,safe,gcc_debug,gcc,13.3.0,-O0,-O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,ct_matrix_flip,safe,gcc_opt1,gcc,13.3.0,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,ct_matrix_flip,safe,gcc_release,gcc,13.3.0,-O2,-O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,ct_matrix_flip,safe,gcc_opt3,gcc,13.3.0,-O3,-O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
synthetic,ct_matrix_flip,safe,gcc_size,gcc,13.3.0,-Os,-Os -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,PASS,0,,,0,,
